CVEGEO,CVE_ENT,NOMGEO,CVE,SEMANA 1,SEMANA 2,SEMANA 3,SEMANA 4,SEMANA 5,SEMANA 6,SEMANA 7,SEMANA 8,SEMANA 9,SEMANA 10,SEMANA 11,SEMANA 12,SEMANA 13,SEMANA 14,SEMANA 15,SEMANA 16,SEMANA 17,SEMANA 18,SEMANA 19,SEMANA 20
19018,19,García,19018,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
19019,19,San Pedro Garza García,19019,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
19020,19,General Bravo,19020,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19021,19,General Escobedo,19021,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19022,19,General Terán,19022,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
19023,19,General Treviño,19023,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
19024,19,General Zaragoza,19024,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
19025,19,General Zuazua,19025,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4
19026,19,Guadalupe,19026,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
19027,19,Los Herreras,19027,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
19028,19,Higueras,19028,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
19029,19,Hualahuises,19029,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19030,19,Iturbide,19030,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
19031,19,Juárez,19031,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4
19032,19,Lampazos de Naranjo,19032,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19033,19,Linares,19033,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
19034,19,Marín,19034,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19035,19,Melchor Ocampo,19035,1,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4
19036,19,Mier y Noriega,19036,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4
19037,19,Mina,19037,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
19038,19,Montemorelos,19038,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19039,19,Monterrey,19039,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19040,19,Parás,19040,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4
19041,19,Pesquería,19041,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4
19042,19,Los Ramones,19042,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19043,19,Rayones,19043,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19044,19,Sabinas Hidalgo,19044,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
19045,19,Salinas Victoria,19045,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19046,19,San Nicolás de los Garza,19046,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19047,19,Hidalgo,19047,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
19048,19,Santa Catarina,19048,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19049,19,Santiago,19049,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
19050,19,Vallecillo,19050,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
19051,19,Villaldama,19051,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
20001,20,Abejones,20001,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20002,20,Acatlán de Pérez Figueroa,20002,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
20003,20,Asunción Cacalotepec,20003,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4
20004,20,Asunción Cuyotepeji,20004,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
20005,20,Asunción Ixtaltepec,20005,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20006,20,Asunción Nochixtlán,20006,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4
20007,20,Asunción Ocotlán,20007,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20008,20,Asunción Tlacolulita,20008,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
20009,20,Ayotzintepec,20009,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4,4
20010,20,El Barrio de la Soledad,20010,1,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4
20011,20,Calihualá,20011,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4
20012,20,Candelaria Loxicha,20012,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20013,20,Ciénega de Zimatlán,20013,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
20014,20,Ciudad Ixtepec,20014,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
20015,20,Coatecas Altas,20015,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20016,20,Coicoyán de las Flores,20016,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4
20017,20,La Compañía,20017,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20018,20,Concepción Buenavista,20018,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
20019,20,Concepción Pápalo,20019,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4
20020,20,Constancia del Rosario,20020,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20021,20,Cosolapa,20021,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
20022,20,Cosoltepec,20022,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
20023,20,Cuilápam de Guerrero,20023,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4
20024,20,Cuyamecalco Villa de Zaragoza,20024,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
20025,20,Chahuites,20025,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20026,20,Chalcatongo de Hidalgo,20026,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4
20027,20,Chiquihuitlán de Benito Juárez,20027,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
20028,20,Heroica Ciudad de Ejutla de Crespo,20028,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20029,20,Eloxochitlán de Flores Magón,20029,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
20030,20,El Espinal,20030,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20031,20,Tamazulápam del Espíritu Santo,20031,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
20032,20,Fresnillo de Trujano,20032,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
20033,20,Guadalupe Etla,20033,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4
20034,20,Guadalupe de Ramírez,20034,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4
20035,20,Guelatao de Juárez,20035,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20036,20,Guevea de Humboldt,20036,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20037,20,Mesones Hidalgo,20037,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20038,20,Villa Hidalgo,20038,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20039,20,Heroica Ciudad de Huajuapan de León,20039,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
20040,20,Huautepec,20040,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4
20041,20,Huautla de Jiménez,20041,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4
20042,20,Ixtlán de Juárez,20042,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20043,20,Juchitán de Zaragoza,20043,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20044,20,Loma Bonita,20044,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
20045,20,Magdalena Apasco,20045,1,1,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4
20046,20,Magdalena Jaltepec,20046,1,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4
20047,20,Santa Magdalena Jicotlán,20047,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
20048,20,Magdalena Mixtepec,20048,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
20049,20,Magdalena Ocotlán,20049,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20050,20,Magdalena Peñasco,20050,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4
20051,20,Magdalena Teitipac,20051,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
20052,20,Magdalena Tequisistlán,20052,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20053,20,Magdalena Tlacotepec,20053,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20054,20,Magdalena Zahuatlán,20054,1,1,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4
20055,20,Mariscala de Juárez,20055,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20056,20,Mártires de Tacubaya,20056,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4
20057,20,Matías Romero Avendaño,20057,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4
20058,20,Mazatlán Villa de Flores,20058,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
20059,20,Miahuatlán de Porfirio Díaz,20059,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4
20060,20,Mixistlán de la Reforma,20060,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
20061,20,Monjas,20061,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4
20062,20,Natividad,20062,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20063,20,Nazareno Etla,20063,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
20064,20,Nejapa de Madero,20064,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
20065,20,Ixpantepec Nieves,20065,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
20066,20,Santiago Niltepec,20066,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20067,20,Oaxaca de Juárez,20067,1,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4
20068,20,Ocotlán de Morelos,20068,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20069,20,La Pe,20069,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20070,20,Pinotepa de Don Luis,20070,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
20071,20,Pluma Hidalgo,20071,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20072,20,San José del Progreso,20072,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20073,20,Putla Villa de Guerrero,20073,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
20074,20,Santa Catarina Quioquitani,20074,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20075,20,Reforma de Pineda,20075,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20076,20,La Reforma,20076,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20077,20,Reyes Etla,20077,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20078,20,Rojas de Cuauhtémoc,20078,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4
20079,20,Salina Cruz,20079,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4
20080,20,San Agustín Amatengo,20080,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4
20081,20,San Agustín Atenango,20081,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20082,20,San Agustín Chayuco,20082,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4
20083,20,San Agustín de las Juntas,20083,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4
20084,20,San Agustín Etla,20084,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
20085,20,San Agustín Loxicha,20085,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20086,20,San Agustín Tlacotepec,20086,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4
20087,20,San Agustín Yatareni,20087,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4
20088,20,San Andrés Cabecera Nueva,20088,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
20089,20,San Andrés Dinicuiti,20089,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
20090,20,San Andrés Huaxpaltepec,20090,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20091,20,San Andrés Huayápam,20091,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
20092,20,San Andrés Ixtlahuaca,20092,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4
20093,20,San Andrés Lagunas,20093,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20094,20,San Andrés Nuxiño,20094,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4
20095,20,San Andrés Paxtlán,20095,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4
20096,20,San Andrés Sinaxtla,20096,1,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4
20097,20,San Andrés Solaga,20097,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
20098,20,San Andrés Teotilálpam,20098,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4
20099,20,San Andrés Tepetlapa,20099,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4
20100,20,San Andrés Yaá,20100,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
20101,20,San Andrés Zabache,20101,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20102,20,San Andrés Zautla,20102,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4
20103,20,San Antonino Castillo Velasco,20103,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20104,20,San Antonino el Alto,20104,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4
20105,20,San Antonino Monte Verde,20105,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
20106,20,San Antonio Acutla,20106,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
20107,20,San Antonio de la Cal,20107,1,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4
20108,20,San Antonio Huitepec,20108,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4
20109,20,San Antonio Nanahuatípam,20109,1,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4
20110,20,San Antonio Sinicahua,20110,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4
20111,20,San Antonio Tepetlapa,20111,1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4
20112,20,San Baltazar Chichicápam,20112,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20113,20,San Baltazar Loxicha,20113,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20114,20,San Baltazar Yatzachi el Bajo,20114,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
20115,20,San Bartolo Coyotepec,20115,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
20116,20,San Bartolomé Ayautla,20116,1,1,1,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4
20117,20,San Bartolomé Loxicha,20117,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20118,20,San Bartolomé Quialana,20118,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4,4
20119,20,San Bartolomé Yucuañe,20119,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
20120,20,San Bartolomé Zoogocho,20120,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
20121,20,San Bartolo Soyaltepec,20121,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
20122,20,San Bartolo Yautepec,20122,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20123,20,San Bernardo Mixtepec,20123,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4
20124,20,San Blas Atempa,20124,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4,4
20125,20,San Carlos Yautepec,20125,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20126,20,San Cristóbal Amatlán,20126,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4
20127,20,San Cristóbal Amoltepec,20127,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
20128,20,San Cristóbal Lachirioag,20128,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20129,20,San Cristóbal Suchixtlahuaca,20129,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
20130,20,San Dionisio del Mar,20130,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20131,20,San Dionisio Ocotepec,20131,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20132,20,San Dionisio Ocotlán,20132,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20133,20,San Esteban Atatlahuca,20133,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4
20134,20,San Felipe Jalapa de Díaz,20134,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
20135,20,San Felipe Tejalápam,20135,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4
20136,20,San Felipe Usila,20136,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
20137,20,San Francisco Cahuacuá,20137,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4
20138,20,San Francisco Cajonos,20138,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20139,20,San Francisco Chapulapa,20139,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
20140,20,San Francisco Chindúa,20140,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
20141,20,San Francisco del Mar,20141,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4
20142,20,San Francisco Huehuetlán,20142,1,1,1,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4
20143,20,San Francisco Ixhuatán,20143,1,1,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4
20144,20,San Francisco Jaltepetongo,20144,1,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4
20145,20,San Francisco Lachigoló,20145,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4
20146,20,San Francisco Logueche,20146,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4
20147,20,San Francisco Nuxaño,20147,1,1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4
20148,20,San Francisco Ozolotepec,20148,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4
20149,20,San Francisco Sola,20149,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4
20150,20,San Francisco Telixtlahuaca,20150,1,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4
20151,20,San Francisco Teopan,20151,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
20152,20,San Francisco Tlapancingo,20152,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4
20153,20,San Gabriel Mixtepec,20153,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20154,20,San Ildefonso Amatlán,20154,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20155,20,San Ildefonso Sola,20155,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4
20156,20,San Ildefonso Villa Alta,20156,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20157,20,San Jacinto Amilpas,20157,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20158,20,San Jacinto Tlacotepec,20158,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4
20159,20,San Jerónimo Coatlán,20159,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20160,20,San Jerónimo Silacayoapilla,20160,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20161,20,San Jerónimo Sosola,20161,1,1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4
20162,20,San Jerónimo Taviche,20162,1,1,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4
20163,20,San Jerónimo Tecóatl,20163,1,1,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4
20164,20,San Jorge Nuchita,20164,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20165,20,San José Ayuquila,20165,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20166,20,San José Chiltepec,20166,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
20167,20,San José del Peñasco,20167,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
20168,20,San José Estancia Grande,20168,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
20169,20,San José Independencia,20169,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
20170,20,San José Lachiguiri,20170,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
20171,20,San José Tenango,20171,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4
20172,20,San Juan Achiutla,20172,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4
20173,20,San Juan Atepec,20173,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20174,20,Ánimas Trujano,20174,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
20175,20,San Juan Bautista Atatlahuca,20175,1,1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4
20176,20,San Juan Bautista Coixtlahuaca,20176,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
20177,20,San Juan Bautista Cuicatlán,20177,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4
20178,20,San Juan Bautista Guelache,20178,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
20179,20,San Juan Bautista Jayacatlán,20179,1,1,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4
20180,20,San Juan Bautista Lo de Soto,20180,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20181,20,San Juan Bautista Suchitepec,20181,1,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
20182,20,San Juan Bautista Tlacoatzintepec,20182,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
20183,20,San Juan Bautista Tlachichilco,20183,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20184,20,San Juan Bautista Tuxtepec,20184,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4
20185,20,San Juan Cacahuatepec,20185,1,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4
20186,20,San Juan Cieneguilla,20186,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
20187,20,San Juan Coatzóspam,20187,1,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
20188,20,San Juan Colorado,20188,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
20189,20,San Juan Comaltepec,20189,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
20190,20,San Juan Cotzocón,20190,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4
20191,20,San Juan Chicomezúchil,20191,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4
20192,20,San Juan Chilateca,20192,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4
20193,20,San Juan del Estado,20193,1,1,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4
20194,20,San Juan del Río,20194,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
20195,20,San Juan Diuxi,20195,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4
20196,20,San Juan Evangelista Analco,20196,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20197,20,San Juan Guelavía,20197,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4
20198,20,San Juan Guichicovi,20198,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4
20199,20,San Juan Ihualtepec,20199,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
