CVEGEO,CVE_ENT,NOMGEO,CVE,SEMANA 1,SEMANA 2,SEMANA 3,SEMANA 4,SEMANA 5,SEMANA 6,SEMANA 7,SEMANA 8,SEMANA 9,SEMANA 10,SEMANA 11,SEMANA 12,SEMANA 13,SEMANA 14,SEMANA 15,SEMANA 16,SEMANA 17,SEMANA 18,SEMANA 19,SEMANA 20
13030,13,Ixmiquilpan,13030,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
13031,13,Jacala de Ledezma,13031,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13032,13,Jaltocán,13032,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
13033,13,Juárez Hidalgo,13033,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
13034,13,Lolotla,13034,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
13035,13,Metepec,13035,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13036,13,San Agustín Metzquititlán,13036,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
13037,13,Metztitlán,13037,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13038,13,Mineral del Chico,13038,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
13039,13,Mineral del Monte,13039,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13040,13,La Misión,13040,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13041,13,Mixquiahuala de Juárez,13041,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
13042,13,Molango de Escamilla,13042,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
13043,13,Nicolás Flores,13043,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
13044,13,Nopala de Villagrán,13044,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13045,13,Omitlán de Juárez,13045,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
13046,13,San Felipe Orizatlán,13046,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
13047,13,Pacula,13047,1,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4
13048,13,Pachuca de Soto,13048,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13049,13,Pisaflores,13049,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13050,13,Progreso de Obregón,13050,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
13051,13,Mineral de la Reforma,13051,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
13052,13,San Agustín Tlaxiaca,13052,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13053,13,San Bartolo Tutotepec,13053,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13054,13,San Salvador,13054,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
13055,13,Santiago de Anaya,13055,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4
13056,13,Santiago Tulantepec de Lugo Guerrero,13056,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13057,13,Singuilucan,13057,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13058,13,Tasquillo,13058,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13059,13,Tecozautla,13059,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13060,13,Tenango de Doria,13060,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13061,13,Tepeapulco,13061,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13062,13,Tepehuacán de Guerrero,13062,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13063,13,Tepeji del Río de Ocampo,13063,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13064,13,Tepetitlán,13064,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13065,13,Tetepango,13065,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13066,13,Villa de Tezontepec,13066,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13067,13,Tezontepec de Aldama,13067,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13068,13,Tianguistengo,13068,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13069,13,Tizayuca,13069,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13070,13,Tlahuelilpan,13070,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13071,13,Tlahuiltepa,13071,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13072,13,Tlanalapa,13072,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
13073,13,Tlanchinol,13073,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
13074,13,Tlaxcoapan,13074,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13075,13,Tolcayuca,13075,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13076,13,Tula de Allende,13076,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13077,13,Tulancingo de Bravo,13077,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
13078,13,Xochiatipan,13078,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13079,13,Xochicoatlán,13079,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
13080,13,Yahualica,13080,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13081,13,Zacualtipán de Ángeles,13081,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13082,13,Zapotlán de Juárez,13082,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13083,13,Zempoala,13083,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
13084,13,Zimapán,13084,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
14001,14,Acatic,14001,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
14002,14,Acatlán de Juárez,14002,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4
14003,14,Ahualulco de Mercado,14003,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14004,14,Amacueca,14004,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4
14005,14,Amatitán,14005,1,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4
14006,14,Ameca,14006,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14007,14,San Juanito de Escobedo,14007,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14008,14,Arandas,14008,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
14009,14,El Arenal,14009,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
14010,14,Atemajac de Brizuela,14010,1,1,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4
14011,14,Atengo,14011,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
14012,14,Atenguillo,14012,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4
14013,14,Atotonilco el Alto,14013,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
14014,14,Atoyac,14014,1,1,1,1,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4
14015,14,Autlán de Navarro,14015,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14016,14,Ayotlán,14016,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
14017,14,Ayutla,14017,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
14018,14,La Barca,14018,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
14019,14,Bolaños,14019,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4
14020,14,Cabo Corrientes,14020,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4
14021,14,Casimiro Castillo,14021,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4
14022,14,Cihuatlán,14022,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4
14023,14,Zapotlán el Grande,14023,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14024,14,Cocula,14024,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4
14025,14,Colotlán,14025,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
14026,14,Concepción de Buenos Aires,14026,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14027,14,Cuautitlán de García Barragán,14027,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14028,14,Cuautla,14028,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4
14029,14,Cuquío,14029,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
14030,14,Chapala,14030,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
14031,14,Chimaltitán,14031,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
14032,14,Chiquilistlán,14032,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14033,14,Degollado,14033,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
14034,14,Ejutla,14034,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4
14035,14,Encarnación de Díaz,14035,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14036,14,Etzatlán,14036,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14037,14,El Grullo,14037,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14038,14,Guachinango,14038,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4
14039,14,Guadalajara,14039,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14040,14,Hostotipaquillo,14040,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
14041,14,Huejúcar,14041,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14042,14,Huejuquilla el Alto,14042,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14043,14,La Huerta,14043,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4
14044,14,Ixtlahuacán de los Membrillos,14044,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4
14045,14,Ixtlahuacán del Río,14045,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14046,14,Jalostotitlán,14046,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14047,14,Jamay,14047,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
14048,14,Jesús María,14048,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
14049,14,Jilotlán de los Dolores,14049,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4
14050,14,Jocotepec,14050,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14051,14,Juanacatlán,14051,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4
14052,14,Juchitlán,14052,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4
14053,14,Lagos de Moreno,14053,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
14054,14,El Limón,14054,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4
14055,14,Magdalena,14055,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
14056,14,Santa María del Oro,14056,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14057,14,La Manzanilla de la Paz,14057,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14058,14,Mascota,14058,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14059,14,Mazamitla,14059,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4
14060,14,Mexticacán,14060,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14061,14,Mezquitic,14061,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14062,14,Mixtlán,14062,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4
14063,14,Ocotlán,14063,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
14064,14,Ojuelos de Jalisco,14064,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
14065,14,Pihuamo,14065,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4
14066,14,Poncitlán,14066,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
14067,14,Puerto Vallarta,14067,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14068,14,Villa Purificación,14068,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14069,14,Quitupan,14069,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4
14070,14,El Salto,14070,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4
14071,14,San Cristóbal de la Barranca,14071,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
14072,14,San Diego de Alejandría,14072,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
14073,14,San Juan de los Lagos,14073,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4
14074,14,San Julián,14074,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14075,14,San Marcos,14075,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14076,14,San Martín de Bolaños,14076,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14077,14,San Martín Hidalgo,14077,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14078,14,San Miguel el Alto,14078,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
14079,14,Gómez Farías,14079,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14080,14,San Sebastián del Oeste,14080,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14081,14,Santa María de los Ángeles,14081,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14082,14,Sayula,14082,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14083,14,Tala,14083,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
14084,14,Talpa de Allende,14084,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14085,14,Tamazula de Gordiano,14085,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14086,14,Tapalpa,14086,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4
14087,14,Tecalitlán,14087,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,4
14088,14,Tecolotlán,14088,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4
14089,14,Techaluta de Montenegro,14089,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14090,14,Tenamaxtlán,14090,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14091,14,Teocaltiche,14091,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4
14092,14,Teocuitatlán de Corona,14092,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4
14093,14,Tepatitlán de Morelos,14093,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14094,14,Tequila,14094,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
14095,14,Teuchitlán,14095,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14096,14,Tizapán el Alto,14096,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
14097,14,Tlajomulco de Zúñiga,14097,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4
14098,14,San Pedro Tlaquepaque,14098,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14099,14,Tolimán,14099,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14100,14,Tomatlán,14100,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14101,14,Tonalá,14101,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4
14102,14,Tonaya,14102,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4
14103,14,Tonila,14103,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
14104,14,Totatiche,14104,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14105,14,Tototlán,14105,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
14106,14,Tuxcacuesco,14106,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4
14107,14,Tuxcueca,14107,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14108,14,Tuxpan,14108,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4
14109,14,Unión de San Antonio,14109,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14110,14,Unión de Tula,14110,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14111,14,Valle de Guadalupe,14111,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14112,14,Valle de Juárez,14112,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14113,14,San Gabriel,14113,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4
14114,14,Villa Corona,14114,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4
14115,14,Villa Guerrero,14115,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4
14116,14,Villa Hidalgo,14116,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4
14117,14,Cañadas de Obregón,14117,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14118,14,Yahualica de González Gallo,14118,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4
14119,14,Zacoalco de Torres,14119,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14120,14,Zapopan,14120,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14121,14,Zapotiltic,14121,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4
14122,14,Zapotitlán de Vadillo,14122,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14123,14,Zapotlán del Rey,14123,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4
14124,14,Zapotlanejo,14124,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
14125,14,San Ignacio Cerro Gordo,14125,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
15001,15,Acambay de Ruíz Castañeda,15001,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15002,15,Acolman,15002,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15003,15,Aculco,15003,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15004,15,Almoloya de Alquisiras,15004,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4
15005,15,Almoloya de Juárez,15005,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15006,15,Almoloya del Río,15006,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15007,15,Amanalco,15007,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
15008,15,Amatepec,15008,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15009,15,Amecameca,15009,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15010,15,Apaxco,15010,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
15011,15,Atenco,15011,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15012,15,Atizapán,15012,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4
15013,15,Atizapán de Zaragoza,15013,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15014,15,Atlacomulco,15014,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
15015,15,Atlautla,15015,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15016,15,Axapusco,15016,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15017,15,Ayapango,15017,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15018,15,Calimaya,15018,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15019,15,Capulhuac,15019,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
15020,15,Coacalco de Berriozábal,15020,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15021,15,Coatepec Harinas,15021,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15022,15,Cocotitlán,15022,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15023,15,Coyotepec,15023,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15024,15,Cuautitlán,15024,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15025,15,Chalco,15025,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15026,15,Chapa de Mota,15026,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
15027,15,Chapultepec,15027,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15028,15,Chiautla,15028,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15029,15,Chicoloapan,15029,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15030,15,Chiconcuac,15030,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15031,15,Chimalhuacán,15031,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15032,15,Donato Guerra,15032,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15033,15,Ecatepec de Morelos,15033,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15034,15,Ecatzingo,15034,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15035,15,Huehuetoca,15035,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15036,15,Hueypoxtla,15036,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15037,15,Huixquilucan,15037,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15038,15,Isidro Fabela,15038,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
15039,15,Ixtapaluca,15039,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15040,15,Ixtapan de la Sal,15040,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15041,15,Ixtapan del Oro,15041,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
15042,15,Ixtlahuaca,15042,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
15043,15,Xalatlaco,15043,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15044,15,Jaltenco,15044,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15045,15,Jilotepec,15045,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
15046,15,Jilotzingo,15046,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
15047,15,Jiquipilco,15047,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15048,15,Jocotitlán,15048,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4
15049,15,Joquicingo,15049,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
15050,15,Juchitepec,15050,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15051,15,Lerma,15051,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4
15052,15,Malinalco,15052,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15053,15,Melchor Ocampo,15053,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15054,15,Metepec,15054,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4
15055,15,Mexicaltzingo,15055,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4
15056,15,Morelos,15056,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
15057,15,Naucalpan de Juárez,15057,1,1,1,1,1,1,1,3,3,3,3,3,3,4,4,4,4,4,4,4
15058,15,Nezahualcóyotl,15058,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
15059,15,Nextlalpan,15059,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15060,15,Nicolás Romero,15060,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
15061,15,Nopaltepec,15061,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
15062,15,Ocoyoacac,15062,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4
15063,15,Ocuilan,15063,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4
